Close,High,Low,Open,Volume
ALM,ALM,ALM,ALM,ALM
1.181249976158142,1.2082500457763672,1.1790000200271606,1.187999963760376,6889
1.1767499446868896,1.187999963760376,1.1767499446868896,1.187999963760376,5333
1.1970000267028809,1.1970000267028809,1.1924999952316284,1.1924999952316284,844
1.181249976158142,1.1924999952316284,1.181249976158142,1.190250039100647,6400
1.181249976158142,1.181249976158142,1.181249976158142,1.181249976158142,0
1.2825000286102295,1.4242500066757202,1.100250005722046,1.100250005722046,11956
1.2802499532699585,1.3657499551773071,1.2802499532699585,1.3657499551773071,1422
1.3612500429153442,1.3612500429153442,1.3589999675750732,1.3589999675750732,356
1.462499976158142,1.5075000524520874,1.462499976158142,1.4850000143051147,10711
1.5097500085830688,1.5232499837875366,1.4850000143051147,1.5232499837875366,1244
1.4175000190734863,1.462499976158142,1.4175000190734863,1.462499976158142,3778
1.4827500581741333,1.4827500581741333,1.462499976158142,1.462499976158142,267
1.381500005722046,1.5075000524520874,1.381500005722046,1.4917500019073486,35644
1.3972500562667847,1.3972500562667847,1.3792500495910645,1.3860000371932983,4889
1.3049999475479126,1.3949999809265137,1.3049999475479126,1.3860000371932983,9911
1.3972500562667847,1.4444999694824219,1.3972500562667847,1.4444999694824219,6978
1.3342499732971191,1.3567500114440918,1.3207499980926514,1.3297499418258667,12978
1.3252500295639038,1.3634999990463257,1.3049999475479126,1.3049999475479126,7467
1.3702499866485596,1.3882499933242798,1.3702499866485596,1.3882499933242798,15022
1.3949999809265137,1.4107500314712524,1.3657499551773071,1.3657499551773071,33244
1.3949999809265137,1.3949999809265137,1.3949999809265137,1.3949999809265137,0
1.3927500247955322,1.3927500247955322,1.372499942779541,1.372499942779541,1422
1.3769999742507935,1.4197499752044678,1.3769999742507935,1.4197499752044678,1067
1.3589999675750732,1.372499942779541,1.350000023841858,1.372499942779541,7378
1.3837499618530273,1.3837499618530273,1.3589999675750732,1.3589999675750732,2756
1.372499942779541,1.4332499504089355,1.3589999675750732,1.40625,8044
1.3904999494552612,1.4287500381469727,1.3680000305175781,1.3680000305175781,46000
1.3837499618530273,1.4017499685287476,1.350000023841858,1.4017499685287476,11156
1.3769999742507935,1.3882499933242798,1.3274999856948853,1.3882499933242798,3111
1.372499942779541,1.372499942779541,1.372499942779541,1.372499942779541,4578
1.9754999876022339,2.0137500762939453,1.4422500133514404,1.4422500133514404,1051956
1.874250054359436,1.934999942779541,1.7280000448226929,1.8179999589920044,273111
1.777500033378601,1.8832499980926514,1.7684999704360962,1.7999999523162842,292756
1.9800000190734863,2.0002501010894775,1.7662500143051147,1.8832499980926514,151956
1.878749966621399,2.0250000953674316,1.7999999523162842,1.9732500314712524,66533
1.88100004196167,1.9665000438690186,1.8562500476837158,1.9665000438690186,47644
